0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.329841093874427671e-01	4.960704191757960757e+02	0.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.329841093874427671e-01	4.774568576714549977e+02	0.000000000000000000e+00	1.000000000000000000e+00
2.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.329841093874427671e-01	4.711150655625438617e+02	0.000000000000000000e+00	1.000000000000000000e+00
3.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.329841093874427671e-01	4.788901390846338586e+02	0.000000000000000000e+00	1.000000000000000000e+00
4.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.329841093874427671e-01	4.887744399260255364e+02	0.000000000000000000e+00	1.000000000000000000e+00
5.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.350129247074937699e-01	4.524778780849402438e+02	0.000000000000000000e+00	1.000000000000000000e+00
6.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.308126085275629402e-01	4.661634716960884930e+02	0.000000000000000000e+00	1.000000000000000000e+00
7.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.284612614546200626e-01	4.420372401944772491e+02	0.000000000000000000e+00	1.000000000000000000e+00
8.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	2.501294141829045747e-01	4.557808500598176806e+02	0.000000000000000000e+00	1.000000000000000000e+00
9.000000000000000000e+00	4.225999999999999757e-01	1.000000000000000000e+00	2.293167370940975558e-01	3.266828460066429898e+02	0.000000000000000000e+00	8.000000000000000444e-01
1.000000000000000000e+01	1.258750000000000147e-01	1.000000000000000000e+00	8.385623872848554927e-02	1.402535444070843766e+02	0.000000000000000000e+00	2.000000000000000042e-02
1.100000000000000000e+01	9.130000000000000615e-02	1.000000000000000000e+00	4.741840403663957759e-02	1.393196835294639868e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.200000000000000000e+01	5.767500000000000404e-02	1.000000000000000000e+00	1.907073603023706071e-02	6.073341208716997386e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.300000000000000000e+01	3.628750000000000031e-02	1.000000000000000000e+00	1.452657591913506310e-02	4.192831307720357614e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.400000000000000000e+01	3.157499999999999890e-02	8.499999999999999778e-01	1.293267337707012035e-02	6.858287641605593876e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.500000000000000000e+01	1.826250000000000095e-02	4.899999999999999911e-01	1.131063442585020576e-02	5.535037403893492325e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.600000000000000000e+01	1.212499999999999863e-02	2.300000000000000100e-01	1.005344973957658303e-02	5.535026676764982767e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.700000000000000000e+01	3.762499999999999786e-03	1.100000000000000006e-01	8.926090646170904350e-03	1.334634781503900303e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.800000000000000000e+01	5.000000000000000240e-05	2.999999999999999889e-02	7.969352553692715668e-03	8.100925873009093281e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.900000000000000000e+01	2.500000000000000120e-05	2.000000000000000042e-02	7.140869007604193526e-03	5.590169943748083542e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+01	2.500000000000000120e-05	2.000000000000000042e-02	6.180673786219297375e-03	4.999999999999363287e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.100000000000000000e+01	1.250000000000000060e-05	1.000000000000000021e-02	5.337400019881450609e-03	4.506939094328721307e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.200000000000000000e+01	1.250000000000000060e-05	1.000000000000000021e-02	4.748010828332304215e-03	3.749999999999124867e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.300000000000000000e+01	1.250000000000000060e-05	1.000000000000000021e-02	4.347636177503704652e-03	3.749999999999124867e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.400000000000000000e+01	1.250000000000000060e-05	1.000000000000000021e-02	3.735541409345820036e-03	3.749999999999124867e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.500000000000000000e+01	1.250000000000000060e-05	1.000000000000000021e-02	3.359744813013278240e-03	3.749999999999124867e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.600000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.020929196943795796e-03	3.307189138830111952e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.700000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.690279101379671866e-03	3.061862178478493707e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.800000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.409201735151239501e-03	3.061862178478493707e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.900000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.145629743037260218e-03	3.061862178478493707e-02	0.000000000000000000e+00	0.000000000000000000e+00
